order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,Extraction_Date,source
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,1714563448.0212574,SQL-Server
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,1714563448.0212574,SQL-Server
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,1714563448.0212574,SQL-Server
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,1714563448.0212574,SQL-Server
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,1714563448.0212574,SQL-Server
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,1714563448.0212574,SQL-Server
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,1714563448.0212574,SQL-Server
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,1714563448.0212574,SQL-Server
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,1714563448.0212574,SQL-Server
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,1714563448.0212574,SQL-Server
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,1714563448.0212574,SQL-Server
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,1714563448.0212574,SQL-Server
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,1714563448.0212574,SQL-Server
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,1714563448.0212574,SQL-Server
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,1714563448.0212574,SQL-Server
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,1714563448.0212574,SQL-Server
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,1714563448.0212574,SQL-Server
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,1714563448.0212574,SQL-Server
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,1714563448.0212574,SQL-Server
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,1714563448.0212574,SQL-Server
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,1714563448.0212574,SQL-Server
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,1714563448.0212574,SQL-Server
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,1714563448.0212574,SQL-Server
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,1714563448.0212574,SQL-Server
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,1714563448.0212574,SQL-Server
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,1714563448.0212574,SQL-Server
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,1714563448.0212574,SQL-Server
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,1714563448.0212574,SQL-Server
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,1714563448.0212574,SQL-Server
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,1714563448.0212574,SQL-Server
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,1714563448.0212574,SQL-Server
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,1714563448.0212574,SQL-Server
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,1714563448.0212574,SQL-Server
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,1714563448.0212574,SQL-Server
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,1714563448.0212574,SQL-Server
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,1714563448.0212574,SQL-Server
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,1714563448.0212574,SQL-Server
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,1714563448.0212574,SQL-Server
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,1714563448.0212574,SQL-Server
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,1714563448.0212574,SQL-Server
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,1714563448.0212574,SQL-Server
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,1714563448.0212574,SQL-Server
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,1714563448.0212574,SQL-Server
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,1714563448.0212574,SQL-Server
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,1714563448.0212574,SQL-Server
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,1714563448.0212574,SQL-Server
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,1714563448.0212574,SQL-Server
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,1714563448.0212574,SQL-Server
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,1714563448.0212574,SQL-Server
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,1714563448.0212574,SQL-Server
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,1714563448.0212574,SQL-Server
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,1714563448.0212574,SQL-Server
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,1714563448.0212574,SQL-Server
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,1714563448.0212574,SQL-Server
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,1714563448.0212574,SQL-Server
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,1714563448.0212574,SQL-Server
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,1714563448.0212574,SQL-Server
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,1714563448.0212574,SQL-Server
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,1714563448.0212574,SQL-Server
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,1714563448.0212574,SQL-Server
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,1714563448.0212574,SQL-Server
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,1714563448.0212574,SQL-Server
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,1714563448.0212574,SQL-Server
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,1714563448.0212574,SQL-Server
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,1714563448.0212574,SQL-Server
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,1714563448.0212574,SQL-Server
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,1714563448.0212574,SQL-Server
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,1714563448.0212574,SQL-Server
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,1714563448.0212574,SQL-Server
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,1714563448.0212574,SQL-Server
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,1714563448.0212574,SQL-Server
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,1714563448.0212574,SQL-Server
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,1714563448.0212574,SQL-Server
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,1714563448.0212574,SQL-Server
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,1714563448.0212574,SQL-Server
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,1714563448.0212574,SQL-Server
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,1714563448.0212574,SQL-Server
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,1714563448.0212574,SQL-Server
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,1714563448.0212574,SQL-Server
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,1714563448.0212574,SQL-Server
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,1714563448.0212574,SQL-Server
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,1714563448.0212574,SQL-Server
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,1714563448.0212574,SQL-Server
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,1714563448.0212574,SQL-Server
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,1714563448.0212574,SQL-Server
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,1714563448.0212574,SQL-Server
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,1714563448.0212574,SQL-Server
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,1714563448.0212574,SQL-Server
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,1714563448.0212574,SQL-Server
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,1714563448.0212574,SQL-Server
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,1714563448.0212574,SQL-Server
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,1714563448.0212574,SQL-Server
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,1714563448.0212574,SQL-Server
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,1714563448.0212574,SQL-Server
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,1714563448.0212574,SQL-Server
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,1714563448.0212574,SQL-Server
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,1714563448.0212574,SQL-Server
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,1714563448.0212574,SQL-Server
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,1714563448.0212574,SQL-Server
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,1714563448.0212574,SQL-Server
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,1714563448.0212574,SQL-Server
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,1714563448.0212574,SQL-Server
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,1714563448.0212574,SQL-Server
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,1714563448.0212574,SQL-Server
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,1714563448.0212574,SQL-Server
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,1714563448.0212574,SQL-Server
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,1714563448.0212574,SQL-Server
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,1714563448.0212574,SQL-Server
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,1714563448.0212574,SQL-Server
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,1714563448.0212574,SQL-Server
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,1714563448.0212574,SQL-Server
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,1714563448.0212574,SQL-Server
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,1714563448.0212574,SQL-Server
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,1714563448.0212574,SQL-Server
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,1714563448.0212574,SQL-Server
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,1714563448.0212574,SQL-Server
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,1714563448.0212574,SQL-Server
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,1714563448.0212574,SQL-Server
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,1714563448.0212574,SQL-Server
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,1714563448.0212574,SQL-Server
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,1714563448.0212574,SQL-Server
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,1714563448.0212574,SQL-Server
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,1714563448.0212574,SQL-Server
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,1714563448.0212574,SQL-Server
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,1714563448.0212574,SQL-Server
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,1714563448.0212574,SQL-Server
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,1714563448.0212574,SQL-Server
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,1714563448.0212574,SQL-Server
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,1714563448.0212574,SQL-Server
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,1714563448.0212574,SQL-Server
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,1714563448.0212574,SQL-Server
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,1714563448.0212574,SQL-Server
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,1714563448.0212574,SQL-Server
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,1714563448.0212574,SQL-Server
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,1714563448.0212574,SQL-Server
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,1714563448.0212574,SQL-Server
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,1714563448.0212574,SQL-Server
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,1714563448.0212574,SQL-Server
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,1714563448.0212574,SQL-Server
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,1714563448.0212574,SQL-Server
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,1714563448.0212574,SQL-Server
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,1714563448.0212574,SQL-Server
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,1714563448.0212574,SQL-Server
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,1714563448.0212574,SQL-Server
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,1714563448.0212574,SQL-Server
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,1714563448.0212574,SQL-Server
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,1714563448.0212574,SQL-Server
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,1714563448.0212574,SQL-Server
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,1714563448.0212574,SQL-Server
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,1714563448.0212574,SQL-Server
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,1714563448.0212574,SQL-Server
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,1714563448.0212574,SQL-Server
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,1714563448.0212574,SQL-Server
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,1714563448.0212574,SQL-Server
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,1714563448.0212574,SQL-Server
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,1714563448.0212574,SQL-Server
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,1714563448.0212574,SQL-Server
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,1714563448.0212574,SQL-Server
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,1714563448.0212574,SQL-Server
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,1714563448.0212574,SQL-Server
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,1714563448.0212574,SQL-Server
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,1714563448.0212574,SQL-Server
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,1714563448.0212574,SQL-Server
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,1714563448.0212574,SQL-Server
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,1714563448.0212574,SQL-Server
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,1714563448.0212574,SQL-Server
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,1714563448.0212574,SQL-Server
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,1714563448.0212574,SQL-Server
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,1714563448.0212574,SQL-Server
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,1714563448.0212574,SQL-Server
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,1714563448.0212574,SQL-Server
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,1714563448.0212574,SQL-Server
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,1714563448.0212574,SQL-Server
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,1714563448.0212574,SQL-Server
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,1714563448.0212574,SQL-Server
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,1714563448.0212574,SQL-Server
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,1714563448.0212574,SQL-Server
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,1714563448.0212574,SQL-Server
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,1714563448.0212574,SQL-Server
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,1714563448.0212574,SQL-Server
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,1714563448.0212574,SQL-Server
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,1714563448.0212574,SQL-Server
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,1714563448.0212574,SQL-Server
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,1714563448.0212574,SQL-Server
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,1714563448.0212574,SQL-Server
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,1714563448.0212574,SQL-Server
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,1714563448.0212574,SQL-Server
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,1714563448.0212574,SQL-Server
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,1714563448.0212574,SQL-Server
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,1714563448.0212574,SQL-Server
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,1714563448.0212574,SQL-Server
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,1714563448.0212574,SQL-Server
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,1714563448.0212574,SQL-Server
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,1714563448.0212574,SQL-Server
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,1714563448.0212574,SQL-Server
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,1714563448.0212574,SQL-Server
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,1714563448.0212574,SQL-Server
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,1714563448.0212574,SQL-Server
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,1714563448.0212574,SQL-Server
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,1714563448.0212574,SQL-Server
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,1714563448.0212574,SQL-Server
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,1714563448.0212574,SQL-Server
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,1714563448.0212574,SQL-Server
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,1714563448.0212574,SQL-Server
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,1714563448.0212574,SQL-Server
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,1714563448.0212574,SQL-Server
512,8,4,2016-10-19,2016-10-22,2016-10-20,2,7,1714563448.0212574,SQL-Server
513,155,4,2016-10-19,2016-10-21,2016-10-21,2,6,1714563448.0212574,SQL-Server
514,927,4,2016-10-19,2016-10-21,2016-10-20,2,7,1714563448.0212574,SQL-Server
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6,1714563448.0212574,SQL-Server
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6,1714563448.0212574,SQL-Server
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6,1714563448.0212574,SQL-Server
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,1714563448.0212574,SQL-Server
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,1714563448.0212574,SQL-Server
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7,1714563448.0212574,SQL-Server
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6,1714563448.0212574,SQL-Server
522,724,4,2016-10-23,2016-10-24,2016-10-24,2,7,1714563448.0212574,SQL-Server
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,1714563448.0212574,SQL-Server
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2,1714563448.0212574,SQL-Server
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3,1714563448.0212574,SQL-Server
526,1096,4,2016-10-26,2016-10-28,2016-10-28,2,6,1714563448.0212574,SQL-Server
527,506,4,2016-10-27,2016-10-29,2016-10-28,1,2,1714563448.0212574,SQL-Server
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7,1714563448.0212574,SQL-Server
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7,1714563448.0212574,SQL-Server
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6,1714563448.0212574,SQL-Server
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8,1714563448.0212574,SQL-Server
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,1714563448.0212574,SQL-Server
533,1334,4,2016-10-29,2016-11-01,2016-11-01,2,6,1714563448.0212574,SQL-Server
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7,1714563448.0212574,SQL-Server
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9,1714563448.0212574,SQL-Server
536,759,4,2016-10-31,2016-11-02,2016-11-01,1,3,1714563448.0212574,SQL-Server
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2,1714563448.0212574,SQL-Server
538,341,4,2016-11-02,2016-11-05,2016-11-05,2,6,1714563448.0212574,SQL-Server
539,1144,4,2016-11-02,2016-11-04,2016-11-03,2,7,1714563448.0212574,SQL-Server
540,1429,4,2016-11-03,2016-11-05,2016-11-06,1,3,1714563448.0212574,SQL-Server
541,1228,4,2016-11-04,2016-11-07,2016-11-07,1,3,1714563448.0212574,SQL-Server
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,1714563448.0212574,SQL-Server
543,62,4,2016-11-06,2016-11-09,2016-11-08,2,6,1714563448.0212574,SQL-Server
544,321,4,2016-11-06,2016-11-07,2016-11-08,2,7,1714563448.0212574,SQL-Server
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,1714563448.0212574,SQL-Server
546,470,4,2016-11-09,2016-11-12,2016-11-10,2,7,1714563448.0212574,SQL-Server
547,20,4,2016-11-09,2016-11-11,2016-11-10,3,8,1714563448.0212574,SQL-Server
548,739,4,2016-11-11,2016-11-13,2016-11-13,2,7,1714563448.0212574,SQL-Server
550,892,4,2016-11-12,2016-11-14,2016-11-15,2,7,1714563448.0212574,SQL-Server
551,1169,4,2016-11-12,2016-11-13,2016-11-13,2,6,1714563448.0212574,SQL-Server
552,1282,4,2016-11-12,2016-11-15,2016-11-13,2,7,1714563448.0212574,SQL-Server
553,913,4,2016-11-12,2016-11-13,2016-11-15,3,9,1714563448.0212574,SQL-Server
554,104,4,2016-11-13,2016-11-14,2016-11-16,1,3,1714563448.0212574,SQL-Server
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,1714563448.0212574,SQL-Server
556,61,4,2016-11-13,2016-11-14,2016-11-15,3,9,1714563448.0212574,SQL-Server
557,1248,4,2016-11-14,2016-11-17,2016-11-15,2,6,1714563448.0212574,SQL-Server
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7,1714563448.0212574,SQL-Server
559,959,4,2016-11-16,2016-11-17,2016-11-17,1,2,1714563448.0212574,SQL-Server
560,1405,4,2016-11-18,2016-11-19,2016-11-21,2,6,1714563448.0212574,SQL-Server
561,90,4,2016-11-19,2016-11-22,2016-11-22,2,6,1714563448.0212574,SQL-Server
562,942,4,2016-11-19,2016-11-20,2016-11-22,2,7,1714563448.0212574,SQL-Server
563,365,4,2016-11-20,2016-11-22,2016-11-21,2,6,1714563448.0212574,SQL-Server
564,1058,4,2016-11-20,2016-11-23,2016-11-22,2,7,1714563448.0212574,SQL-Server
565,894,4,2016-11-21,2016-11-22,2016-11-22,2,7,1714563448.0212574,SQL-Server
566,298,4,2016-11-22,2016-11-25,2016-11-23,1,3,1714563448.0212574,SQL-Server
567,1430,4,2016-11-22,2016-11-23,2016-11-23,1,2,1714563448.0212574,SQL-Server
568,1275,4,2016-11-23,2016-11-25,2016-11-24,1,3,1714563448.0212574,SQL-Server
569,707,4,2016-11-23,2016-11-24,2016-11-25,2,6,1714563448.0212574,SQL-Server
570,989,4,2016-11-23,2016-11-24,2016-11-25,2,6,1714563448.0212574,SQL-Server
571,5,4,2016-11-24,2016-11-25,2016-11-27,1,2,1714563448.0212574,SQL-Server
572,178,4,2016-11-24,2016-11-26,2016-11-26,2,6,1714563448.0212574,SQL-Server
573,423,4,2016-11-24,2016-11-26,2016-11-27,2,6,1714563448.0212574,SQL-Server
574,833,4,2016-11-26,2016-11-27,2016-11-29,2,7,1714563448.0212574,SQL-Server
575,33,4,2016-11-27,2016-11-28,2016-11-30,1,3,1714563448.0212574,SQL-Server
576,1272,4,2016-11-27,2016-11-30,2016-11-28,1,3,1714563448.0212574,SQL-Server
577,445,4,2016-11-27,2016-11-30,2016-11-29,2,6,1714563448.0212574,SQL-Server
578,819,4,2016-11-27,2016-11-28,2016-11-29,2,7,1714563448.0212574,SQL-Server
579,160,4,2016-11-27,2016-11-30,2016-11-29,3,8,1714563448.0212574,SQL-Server
580,581,4,2016-11-30,2016-12-02,2016-12-02,1,3,1714563448.0212574,SQL-Server
581,688,4,2016-12-03,2016-12-05,2016-12-06,1,3,1714563448.0212574,SQL-Server
583,792,4,2016-12-04,2016-12-05,2016-12-07,2,7,1714563448.0212574,SQL-Server
584,1209,4,2016-12-04,2016-12-05,2016-12-05,2,7,1714563448.0212574,SQL-Server
585,1219,4,2016-12-04,2016-12-05,2016-12-05,2,7,1714563448.0212574,SQL-Server
586,1306,4,2016-12-04,2016-12-06,2016-12-05,2,6,1714563448.0212574,SQL-Server
587,487,4,2016-12-06,2016-12-08,2016-12-08,1,2,1714563448.0212574,SQL-Server
588,102,4,2016-12-06,2016-12-07,2016-12-07,2,7,1714563448.0212574,SQL-Server
589,719,4,2016-12-06,2016-12-07,2016-12-07,2,7,1714563448.0212574,SQL-Server
590,990,4,2016-12-06,2016-12-09,2016-12-07,2,7,1714563448.0212574,SQL-Server
591,1211,4,2016-12-06,2016-12-09,2016-12-09,2,7,1714563448.0212574,SQL-Server
592,1232,4,2016-12-06,2016-12-08,2016-12-08,2,7,1714563448.0212574,SQL-Server
593,50,4,2016-12-07,2016-12-10,2016-12-08,3,8,1714563448.0212574,SQL-Server
594,1318,4,2016-12-07,2016-12-08,2016-12-08,3,8,1714563448.0212574,SQL-Server
595,538,4,2016-12-08,2016-12-09,2016-12-11,1,2,1714563448.0212574,SQL-Server
596,952,4,2016-12-08,2016-12-09,2016-12-09,1,3,1714563448.0212574,SQL-Server
597,1121,4,2016-12-08,2016-12-09,2016-12-10,2,6,1714563448.0212574,SQL-Server
599,1,4,2016-12-09,2016-12-10,2016-12-12,2,6,1714563448.0212574,SQL-Server
600,624,4,2016-12-09,2016-12-12,2016-12-11,2,7,1714563448.0212574,SQL-Server
601,683,4,2016-12-09,2016-12-10,2016-12-10,2,6,1714563448.0212574,SQL-Server
602,823,4,2016-12-09,2016-12-10,2016-12-11,2,6,1714563448.0212574,SQL-Server
